,date,Température maximale,Température minimale,Vitesse du vent,Température du vent,Humidité,Visibilité,Couverture nuageuse,Indice de chaleur,Point de rosée,Pression,Heure du lever du soleil,Heure du coucher du soleil,Heure du coucher du soleil,Durée du jour
1914,12/04/2014,22°,19°,14km/h,19°,0mm,67%,9.875km,22%,25,14°C,1017hPa,05:50:00,18:51:00,13:1:0
1915,13/04/2014,19°,18°,18km/h,19°,1mm,77%,10km,25%,20,14°C,1017hPa,05:49:00,18:52:00,13:3:0
1916,14/04/2014,19°,17°,18km/h,17°,1mm,73%,10km,27%,19,14°C,1019hPa,05:47:00,18:53:00,13:6:0
1917,15/04/2014,21°,19°,19km/h,20°,0mm,71%,10km,16%,25,14°C,1017hPa,05:46:00,18:54:00,13:8:0
1918,16/04/2014,17°,16°,25km/h,16°,0mm,61%,10km,10%,17,12°C,1019hPa,05:45:00,18:54:00,13:9:0
1919,17/04/2014,16°,15°,30km/h,15°,1mm,54%,10km,12%,16,6°C,1019hPa,05:43:00,18:55:00,13:12:0
1920,18/04/2014,18°,16°,20km/h,16°,0mm,50%,10km,22%,18,7°C,1016hPa,05:42:00,18:56:00,13:14:0
1921,19/04/2014,24°,19°,13km/h,20°,0mm,49%,10km,8%,25,11°C,1012hPa,05:41:00,18:57:00,13:16:0
1922,20/04/2014,23°,21°,13km/h,21°,1mm,65%,9.875km,35%,25,15°C,1008hPa,05:39:00,18:58:00,13:19:0
1923,21/04/2014,23°,20°,10km/h,20°,0mm,55%,10km,13%,26,13°C,1011hPa,05:38:00,18:59:00,13:21:0
1924,22/04/2014,20°,19°,12km/h,19°,1mm,68%,10km,13%,24,14°C,1013hPa,05:37:00,19:00:00,13:23:0
1925,23/04/2014,21°,19°,35km/h,19°,1mm,66%,10km,25%,21,14°C,1019hPa,05:35:00,19:01:00,13:26:0
1926,24/04/2014,21°,19°,24km/h,19°,0mm,60%,10km,14%,24,13°C,1020hPa,05:34:00,19:02:00,13:28:0
1927,25/04/2014,22°,17°,39km/h,17°,2mm,74%,10km,28%,25,12°C,1016hPa,05:33:00,19:03:00,13:30:0
1928,26/04/2014,17°,16°,42km/h,16°,4mm,77%,10km,49%,17,13°C,1015hPa,05:32:00,19:03:00,13:31:0
1929,27/04/2014,21°,19°,41km/h,19°,1mm,70%,9.875km,19%,24,13°C,1015hPa,05:31:00,19:04:00,13:33:0
1930,28/04/2014,20°,18°,26km/h,18°,0mm,61%,10km,8%,20,10°C,1016hPa,05:29:00,19:05:00,13:36:0
1931,29/04/2014,21°,19°,28km/h,19°,58%,10km,8%,21,11°C,1015hPa,05:28:00,19:06:00,13:38:0,
1932,30/04/2014,22°,21°,13km/h,22°,53%,10km,5%,25,12°C,1015hPa,05:27:00,19:07:00,13:40:0,
1933,1/05/2014,21°,20°,28km/h,20°,0mm,55%,10km,4%,24,12°C,1015hPa,05:26:00,19:08:00,13:42:0
1934,2/05/2014,22°,19°,18km/h,20°,6mm,56%,9.75km,18%,24,12°C,1015hPa,05:25:00,19:09:00,13:44:0
1935,3/05/2014,17°,13°,42km/h,17°,2mm,69%,10km,56%,17,11°C,1013hPa,05:24:00,19:10:00,13:46:0
1936,4/05/2014,19°,18°,40km/h,18°,0mm,63%,10km,25%,19,11°C,1015hPa,05:23:00,19:11:00,13:48:0
1937,5/05/2014,20°,18°,20km/h,18°,61%,10km,18%,20,13°C,1019hPa,05:21:00,19:11:00,13:50:0,
1938,6/05/2014,21°,19°,16km/h,21°,59%,10km,5%,24,14°C,1021hPa,05:20:00,19:12:00,13:52:0,
1939,7/05/2014,25°,21°,13km/h,21°,62%,10km,19%,26,15°C,1020hPa,05:19:00,19:13:00,13:54:0,
1940,8/05/2014,23°,21°,19km/h,22°,65%,10km,5%,25,15°C,1019hPa,05:18:00,19:14:00,13:56:0,
1941,9/05/2014,24°,21°,17km/h,23°,50%,10km,1%,25,13°C,1019hPa,05:17:00,19:15:00,13:58:0,
1942,10/05/2014,25°,22°,21km/h,22°,51%,10km,2%,25,13°C,1019hPa,05:16:00,19:16:00,14:0:0,
1943,11/05/2014,27°,25°,11km/h,25°,48%,10km,24%,28,14°C,1018hPa,05:16:00,19:17:00,14:1:0,
1944,12/05/2014,25°,24°,13km/h,24°,47%,10km,11%,26,13°C,1017hPa,05:15:00,19:18:00,14:3:0,
1945,13/05/2014,28°,23°,34km/h,23°,50%,10km,3%,30,16°C,1019hPa,05:14:00,19:18:00,14:4:0,
1946,14/05/2014,20°,19°,41km/h,19°,51%,10km,4%,20,11°C,1023hPa,05:13:00,19:19:00,14:6:0,
1947,15/05/2014,20°,19°,35km/h,19°,52%,10km,8%,20,11°C,1022hPa,05:12:00,19:20:00,14:8:0,
1948,16/05/2014,21°,19°,21km/h,19°,52%,10km,6%,21,11°C,1018hPa,05:11:00,19:21:00,14:10:0,
1949,17/05/2014,24°,21°,28km/h,21°,0mm,43%,10km,24%,24,10°C,1017hPa,05:10:00,19:22:00,14:12:0
1950,18/05/2014,21°,17°,30km/h,17°,1mm,68%,10km,52%,21,14°C,1016hPa,05:10:00,19:23:00,14:13:0
1951,19/05/2014,25°,22°,12km/h,22°,4mm,67%,9.5km,36%,26,17°C,1014hPa,05:09:00,19:23:00,14:14:0
1952,20/05/2014,25°,23°,19km/h,23°,0mm,69%,10km,14%,27,17°C,1016hPa,05:08:00,19:24:00,14:16:0
1953,21/05/2014,27°,24°,28km/h,24°,1mm,60%,10km,7%,27,16°C,1016hPa,05:08:00,19:25:00,14:17:0
1954,22/05/2014,26°,24°,12km/h,24°,1mm,64%,10km,8%,28,17°C,1016hPa,05:07:00,19:26:00,14:19:0
1955,23/05/2014,22°,20°,12km/h,20°,1mm,76%,9.875km,51%,24,16°C,1016hPa,05:06:00,19:27:00,14:21:0
1956,24/05/2014,23°,21°,17km/h,21°,1mm,69%,9km,27%,25,16°C,1016hPa,05:06:00,19:27:00,14:21:0
1957,25/05/2014,24°,22°,15km/h,23°,0mm,62%,10km,10%,25,16°C,1017hPa,05:05:00,19:28:00,14:23:0
1958,26/05/2014,25°,22°,14km/h,24°,1mm,65%,8.875km,29%,27,16°C,1019hPa,05:05:00,19:29:00,14:24:0
1959,27/05/2014,22°,19°,16km/h,19°,2mm,78%,9.375km,39%,25,15°C,1019hPa,05:04:00,19:30:00,14:26:0
1960,28/05/2014,19°,18°,19km/h,19°,3mm,71%,9.75km,49%,19,14°C,1017hPa,05:04:00,19:30:00,14:26:0
1961,29/05/2014,24°,21°,18km/h,22°,1mm,53%,10km,12%,25,14°C,1017hPa,05:03:00,19:31:00,14:28:0
1962,30/05/2014,23°,21°,26km/h,21°,0mm,59%,10km,17%,25,14°C,1018hPa,05:03:00,19:32:00,14:29:0
1963,31/05/2014,25°,23°,14km/h,24°,0mm,52%,10km,20%,26,14°C,1018hPa,05:02:00,19:32:00,14:30:0
1964,1/06/2014,21°,17°,12km/h,21°,1mm,60%,10km,26%,25,14°C,1017hPa,05:02:00,19:33:00,14:31:0
1965,2/06/2014,21°,20°,23km/h,20°,2mm,75%,10km,53%,21,15°C,1014hPa,05:02:00,19:34:00,14:32:0
1966,3/06/2014,23°,21°,31km/h,21°,1mm,57%,9.375km,15%,25,15°C,1016hPa,05:01:00,19:34:00,14:33:0
1967,4/06/2014,25°,23°,12km/h,23°,0mm,44%,10km,4%,26,14°C,1017hPa,05:01:00,19:35:00,14:34:0
1968,5/06/2014,30°,26°,13km/h,28°,43%,10km,2%,32,15°C,1017hPa,05:01:00,19:35:00,14:34:0,
1969,6/06/2014,33°,29°,11km/h,30°,0mm,38%,10km,7%,34,15°C,1016hPa,05:00:00,19:36:00,14:36:0
1970,7/06/2014,31°,29°,16km/h,30°,1mm,38%,10km,26%,31,15°C,1017hPa,05:00:00,19:37:00,14:37:0
1971,8/06/2014,29°,27°,17km/h,28°,0mm,39%,10km,3%,28,15°C,1018hPa,05:00:00,19:37:00,14:37:0
1972,9/06/2014,28°,26°,16km/h,28°,44%,10km,2%,28,16°C,1017hPa,05:00:00,19:38:00,14:38:0,
1973,10/06/2014,30°,27°,15km/h,29°,43%,10km,4%,30,16°C,1016hPa,05:00:00,19:38:00,14:38:0,
1974,11/06/2014,29°,28°,17km/h,28°,38%,10km,7%,29,15°C,1019hPa,05:00:00,19:39:00,14:39:0,
1975,12/06/2014,30°,28°,15km/h,29°,39%,10km,8%,29,16°C,1019hPa,05:00:00,19:39:00,14:39:0,
1976,13/06/2014,30°,28°,21km/h,28°,0mm,44%,10km,6%,29,17°C,1017hPa,05:00:00,19:39:00,14:39:0
1977,14/06/2014,30°,27°,27km/h,27°,1mm,45%,10km,11%,30,16°C,1014hPa,05:00:00,19:40:00,14:40:0
1978,15/06/2014,31°,28°,18km/h,29°,3mm,45%,9.875km,17%,32,17°C,1012hPa,05:00:00,19:40:00,14:40:0
1979,16/06/2014,25°,24°,12km/h,24°,1mm,63%,9.5km,38%,27,16°C,1014hPa,05:00:00,19:41:00,14:41:0
1980,17/06/2014,25°,23°,18km/h,23°,2mm,62%,9.875km,19%,26,16°C,1014hPa,05:00:00,19:41:00,14:41:0
1981,18/06/2014,27°,25°,18km/h,26°,1mm,52%,10km,11%,28,16°C,1018hPa,05:00:00,19:41:00,14:41:0
1982,19/06/2014,27°,25°,18km/h,26°,0mm,45%,10km,6%,27,15°C,1019hPa,05:00:00,19:41:00,14:41:0
1983,20/06/2014,28°,26°,10km/h,27°,0mm,46%,10km,11%,29,16°C,1018hPa,05:00:00,19:42:00,14:42:0
1984,21/06/2014,31°,27°,15km/h,29°,1mm,47%,10km,5%,32,17°C,1017hPa,05:00:00,19:42:00,14:42:0
1985,22/06/2014,31°,28°,19km/h,29°,1mm,37%,9.875km,11%,30,15°C,1019hPa,05:01:00,19:42:00,14:41:0
1986,23/06/2014,33°,29°,24km/h,29°,0mm,31%,10km,17%,32,14°C,1019hPa,05:01:00,19:42:00,14:41:0
1987,24/06/2014,37°,31°,15km/h,31°,1mm,34%,10km,16%,38,20°C,1016hPa,05:01:00,19:42:00,14:41:0
1988,25/06/2014,27°,26°,19km/h,26°,1mm,61%,10km,33%,28,20°C,1015hPa,05:02:00,19:43:00,14:41:0
1989,26/06/2014,27°,25°,26km/h,25°,1mm,59%,9.875km,16%,28,18°C,1016hPa,05:02:00,19:43:00,14:41:0
1990,27/06/2014,28°,26°,21km/h,26°,0mm,53%,10km,3%,29,18°C,1020hPa,05:02:00,19:43:00,14:41:0
1991,28/06/2014,32°,29°,21km/h,29°,0mm,40%,10km,0%,32,17°C,1020hPa,05:03:00,19:43:00,14:40:0
1992,29/06/2014,35°,32°,22km/h,32°,1mm,38%,9.875km,4%,38,17°C,1015hPa,05:03:00,19:43:00,14:40:0
1993,30/06/2014,27°,26°,28km/h,26°,1mm,51%,9.875km,8%,27,19°C,1019hPa,05:03:00,19:43:00,14:40:0
1994,1/07/2014,27°,26°,15km/h,28°,0mm,45%,10km,1%,30,17°C,1018hPa,05:04:00,19:43:00,14:39:0
1995,2/07/2014,34°,30°,22km/h,30°,2mm,35%,9.875km,7%,34,17°C,1019hPa,05:04:00,19:43:00,14:39:0
1996,3/07/2014,33°,30°,22km/h,30°,0mm,43%,10km,9%,33,17°C,1020hPa,05:05:00,19:42:00,14:37:0
1997,4/07/2014,35°,31°,12km/h,31°,40%,10km,9%,36,20°C,1018hPa,05:05:00,19:42:00,14:37:0,
1998,5/07/2014,30°,27°,18km/h,27°,55%,10km,11%,30,20°C,1017hPa,05:06:00,19:42:00,14:36:0,
1999,6/07/2014,31°,28°,17km/h,29°,0mm,48%,10km,18%,32,17°C,1016hPa,05:06:00,19:42:00,14:36:0
2000,7/07/2014,34°,31°,19km/h,31°,1mm,36%,9.875km,34%,34,19°C,1015hPa,05:07:00,19:42:00,14:35:0
2001,8/07/2014,29°,27°,24km/h,27°,0mm,57%,10km,10%,30,19°C,1017hPa,05:07:00,19:41:00,14:34:0
2002,9/07/2014,28°,26°,17km/h,26°,47%,10km,5%,28,16°C,1017hPa,05:08:00,19:41:00,14:33:0,
2003,10/07/2014,26°,25°,32km/h,26°,0mm,51%,10km,7%,27,16°C,1015hPa,05:09:00,19:41:00,14:32:0
2004,11/07/2014,25°,23°,33km/h,23°,1mm,63%,10km,51%,26,16°C,1015hPa,05:09:00,19:40:00,14:31:0
2005,12/07/2014,29°,26°,18km/h,26°,0mm,52%,10km,5%,29,17°C,1016hPa,05:10:00,19:40:00,14:30:0
2006,13/07/2014,28°,26°,15km/h,27°,50%,10km,6%,29,17°C,1017hPa,05:11:00,19:40:00,14:29:0,
2007,14/07/2014,30°,28°,17km/h,29°,53%,10km,10%,33,20°C,1017hPa,05:11:00,19:39:00,14:28:0,
2008,15/07/2014,28°,26°,27km/h,26°,55%,10km,5%,28,17°C,1018hPa,05:12:00,19:39:00,14:27:0,
2009,16/07/2014,29°,27°,21km/h,27°,51%,10km,2%,29,18°C,1019hPa,05:13:00,19:38:00,14:25:0,
2010,17/07/2014,29°,27°,23km/h,27°,50%,10km,6%,30,19°C,1019hPa,05:13:00,19:38:00,14:25:0,
2011,18/07/2014,31°,29°,17km/h,31°,45%,10km,2%,33,20°C,1019hPa,05:14:00,19:37:00,14:23:0,
2012,19/07/2014,33°,31°,15km/h,33°,0mm,35%,10km,0%,34,18°C,1018hPa,05:15:00,19:36:00,14:21:0
2013,20/07/2014,36°,31°,12km/h,32°,2mm,38%,9.875km,7%,37,19°C,1016hPa,05:16:00,19:36:00,14:20:0
2014,21/07/2014,29°,27°,28km/h,27°,0mm,59%,10km,20%,30,20°C,1017hPa,05:16:00,19:35:00,14:19:0
2015,22/07/2014,28°,27°,34km/h,27°,49%,10km,5%,29,17°C,1016hPa,05:17:00,19:35:00,14:18:0,
2016,23/07/2014,29°,27°,26km/h,27°,50%,10km,6%,30,18°C,1014hPa,05:18:00,19:34:00,14:16:0,
2017,24/07/2014,33°,30°,15km/h,32°,45%,10km,1%,37,21°C,1013hPa,05:19:00,19:33:00,14:14:0,
2018,25/07/2014,35°,31°,19km/h,31°,45%,10km,15%,37,21°C,1012hPa,05:19:00,19:32:00,14:13:0,
2019,26/07/2014,35°,31°,26km/h,32°,50%,10km,16%,38,20°C,1014hPa,05:20:00,19:32:00,14:12:0,
2020,27/07/2014,31°,29°,23km/h,29°,45%,10km,3%,31,19°C,1016hPa,05:21:00,19:31:00,14:10:0,
2021,28/07/2014,31°,29°,16km/h,29°,0mm,44%,10km,3%,32,19°C,1016hPa,05:22:00,19:30:00,14:8:0
2022,29/07/2014,36°,33°,18km/h,33°,5mm,41%,9.625km,7%,40,19°C,1012hPa,05:23:00,19:29:00,14:6:0
2023,30/07/2014,28°,26°,31km/h,26°,1mm,50%,10km,3%,28,19°C,1014hPa,05:23:00,19:28:00,14:5:0
2024,31/07/2014,29°,27°,27km/h,27°,0mm,51%,10km,0%,30,17°C,1014hPa,05:24:00,19:27:00,14:3:0
2025,1/08/2014,31°,28°,17km/h,29°,0mm,43%,10km,1%,33,18°C,1014hPa,05:25:00,19:26:00,14:1:0
2026,2/08/2014,32°,30°,22km/h,30°,1mm,44%,10km,5%,34,18°C,1012hPa,05:26:00,19:25:00,13:59:0
2027,3/08/2014,31°,30°,18km/h,30°,1mm,51%,10km,2%,37,21°C,1014hPa,05:27:00,19:24:00,13:57:0
2028,4/08/2014,32°,30°,17km/h,32°,0mm,45%,10km,4%,35,22°C,1015hPa,05:27:00,19:23:00,13:56:0
2029,5/08/2014,32°,29°,17km/h,30°,47%,10km,6%,33,21°C,1015hPa,05:28:00,19:22:00,13:54:0,
2030,6/08/2014,30°,28°,31km/h,28°,49%,10km,2%,30,18°C,1015hPa,05:29:00,19:21:00,13:52:0,
2031,7/08/2014,29°,27°,27km/h,27°,53%,10km,2%,30,19°C,1016hPa,05:30:00,19:20:00,13:50:0,
2032,8/08/2014,31°,29°,13km/h,30°,50%,10km,5%,34,20°C,1016hPa,05:31:00,19:19:00,13:48:0,
2033,9/08/2014,34°,31°,20km/h,31°,43%,10km,4%,35,19°C,1015hPa,05:32:00,19:18:00,13:46:0,
2034,10/08/2014,35°,31°,18km/h,32°,42%,10km,7%,37,19°C,1014hPa,05:32:00,19:17:00,13:45:0,
2035,11/08/2014,36°,33°,11km/h,34°,43%,10km,2%,44,22°C,1014hPa,05:33:00,19:16:00,13:43:0,
2036,12/08/2014,33°,31°,14km/h,33°,50%,10km,3%,37,24°C,1014hPa,05:34:00,19:15:00,13:41:0,
2037,13/08/2014,37°,33°,23km/h,34°,44%,10km,2%,43,21°C,1013hPa,05:35:00,19:13:00,13:38:0,
2038,14/08/2014,31°,28°,25km/h,28°,60%,10km,8%,32,21°C,1015hPa,05:36:00,19:12:00,13:36:0,
2039,15/08/2014,30°,28°,22km/h,28°,0mm,46%,10km,9%,30,18°C,1017hPa,05:36:00,19:11:00,13:35:0
2040,16/08/2014,29°,27°,15km/h,27°,1mm,47%,9.875km,16%,30,17°C,1018hPa,05:37:00,19:10:00,13:33:0
2041,17/08/2014,29°,26°,21km/h,27°,1mm,52%,10km,12%,29,17°C,1019hPa,05:38:00,19:08:00,13:30:0
2042,18/08/2014,31°,27°,18km/h,28°,0mm,44%,10km,4%,32,17°C,1017hPa,05:39:00,19:07:00,13:28:0
2043,19/08/2014,36°,31°,12km/h,31°,0mm,48%,10km,7%,40,22°C,1013hPa,05:40:00,19:06:00,13:26:0
2044,20/08/2014,32°,29°,19km/h,31°,1mm,63%,9.875km,7%,38,23°C,1016hPa,05:41:00,19:05:00,13:24:0
2045,21/08/2014,31°,28°,16km/h,30°,0mm,61%,10km,2%,35,23°C,1016hPa,05:41:00,19:03:00,13:22:0
2046,22/08/2014,32°,29°,16km/h,30°,1mm,50%,10km,3%,33,21°C,1016hPa,05:42:00,19:02:00,13:20:0
2047,23/08/2014,34°,32°,21km/h,33°,1mm,39%,9.875km,14%,40,20°C,1017hPa,05:43:00,19:01:00,13:18:0
2048,24/08/2014,29°,27°,26km/h,27°,1mm,60%,10km,8%,30,19°C,1019hPa,05:44:00,18:59:00,13:15:0
2049,25/08/2014,29°,27°,17km/h,27°,0mm,50%,10km,3%,29,18°C,1019hPa,05:45:00,18:58:00,13:13:0
2050,26/08/2014,33°,29°,18km/h,29°,45%,10km,3%,33,19°C,1017hPa,05:45:00,18:56:00,13:11:0,
2051,27/08/2014,33°,32°,15km/h,33°,42%,10km,2%,39,21°C,1014hPa,05:46:00,18:55:00,13:9:0,
2052,28/08/2014,32°,30°,23km/h,30°,41%,10km,0%,33,20°C,1016hPa,05:47:00,18:54:00,13:7:0,
2053,29/08/2014,31°,28°,18km/h,29°,50%,10km,1%,32,21°C,1017hPa,05:48:00,18:52:00,13:4:0,
2054,30/08/2014,32°,29°,16km/h,30°,49%,10km,5%,33,21°C,1017hPa,05:49:00,18:51:00,13:2:0,
2055,31/08/2014,34°,30°,10km/h,31°,48%,9.75km,20%,36,20°C,1015hPa,05:49:00,18:49:00,13:0:0,
2056,1/09/2014,30°,28°,39km/h,28°,51%,10km,2%,31,19°C,1013hPa,05:50:00,18:48:00,12:58:0,
2057,2/09/2014,28°,26°,33km/h,26°,50%,10km,3%,28,17°C,1012hPa,05:51:00,18:46:00,12:55:0,
2058,3/09/2014,28°,26°,19km/h,26°,54%,10km,14%,29,18°C,1013hPa,05:52:00,18:45:00,12:53:0,
2059,4/09/2014,30°,28°,16km/h,30°,0mm,47%,10km,6%,32,18°C,1014hPa,05:53:00,18:43:00,12:50:0
2060,5/09/2014,30°,28°,15km/h,29°,1mm,48%,10km,7%,31,19°C,1014hPa,05:53:00,18:42:00,12:49:0
2061,6/09/2014,30°,27°,21km/h,28°,0mm,49%,10km,6%,31,18°C,1014hPa,05:54:00,18:40:00,12:46:0
2062,7/09/2014,31°,28°,13km/h,31°,0mm,49%,10km,2%,36,21°C,1015hPa,05:55:00,18:39:00,12:44:0
2063,8/09/2014,30°,28°,13km/h,28°,1mm,60%,9.25km,23%,32,22°C,1018hPa,05:56:00,18:37:00,12:41:0
2064,9/09/2014,32°,28°,13km/h,29°,0mm,50%,10km,15%,32,20°C,1018hPa,05:57:00,18:36:00,12:39:0
2065,10/09/2014,33°,27°,21km/h,27°,2mm,57%,9.75km,19%,34,19°C,1015hPa,05:57:00,18:34:00,12:37:0
2066,11/09/2014,31°,29°,14km/h,29°,0mm,57%,10km,7%,33,21°C,1014hPa,05:58:00,18:33:00,12:35:0
2067,12/09/2014,32°,30°,17km/h,30°,0mm,43%,10km,7%,33,20°C,1016hPa,05:59:00,18:31:00,12:32:0
2068,13/09/2014,28°,26°,19km/h,27°,1mm,56%,10km,42%,29,18°C,1017hPa,06:00:00,18:30:00,12:30:0
2069,14/09/2014,31°,29°,14km/h,31°,0mm,55%,10km,4%,35,21°C,1017hPa,06:00:00,18:28:00,12:28:0
2070,15/09/2014,32°,29°,8km/h,29°,62%,10km,10%,37,22°C,1015hPa,06:01:00,18:27:00,12:26:0,
2071,16/09/2014,33°,31°,14km/h,32°,51%,10km,4%,39,23°C,1013hPa,06:02:00,18:25:00,12:23:0,
2072,17/09/2014,32°,28°,18km/h,28°,0mm,63%,9.875km,24%,34,22°C,1013hPa,06:03:00,18:24:00,12:21:0
2073,18/09/2014,32°,28°,22km/h,28°,1mm,62%,9.75km,37%,36,22°C,1014hPa,06:04:00,18:22:00,12:18:0
2074,19/09/2014,34°,31°,22km/h,31°,0mm,57%,10km,17%,39,24°C,1016hPa,06:04:00,18:21:00,12:17:0
2075,20/09/2014,34°,30°,13km/h,31°,56%,10km,19%,38,24°C,1019hPa,06:05:00,18:19:00,12:14:0,
2076,21/09/2014,35°,32°,11km/h,32°,42%,10km,33%,37,20°C,1019hPa,06:06:00,18:18:00,12:12:0,
2077,22/09/2014,34°,30°,8km/h,30°,0mm,51%,9.875km,40%,38,21°C,1017hPa,06:07:00,18:16:00,12:9:0
2078,23/09/2014,30°,28°,27km/h,28°,1mm,57%,9.875km,21%,30,20°C,1016hPa,06:08:00,18:15:00,12:7:0
2079,24/09/2014,32°,28°,13km/h,28°,1mm,49%,9.375km,19%,33,20°C,1018hPa,06:08:00,18:13:00,12:5:0
2080,25/09/2014,29°,28°,20km/h,28°,1mm,52%,9.875km,25%,30,18°C,1018hPa,06:09:00,18:12:00,12:3:0
2081,26/09/2014,26°,25°,21km/h,25°,0mm,60%,10km,18%,27,18°C,1021hPa,06:10:00,18:10:00,12:0:0
2082,27/09/2014,26°,25°,17km/h,25°,58%,10km,3%,27,17°C,1024hPa,06:11:00,18:09:00,11:58:0,
2083,28/09/2014,27°,25°,20km/h,25°,51%,10km,0%,27,16°C,1025hPa,06:12:00,18:07:00,11:55:0,
2084,29/09/2014,28°,25°,22km/h,25°,54%,10km,1%,28,18°C,1025hPa,06:12:00,18:06:00,11:54:0,
2085,30/09/2014,28°,26°,19km/h,26°,52%,10km,4%,29,18°C,1024hPa,06:13:00,18:04:00,11:51:0,
2086,1/10/2014,30°,27°,9km/h,27°,0mm,54%,10km,13%,32,19°C,1024hPa,06:14:00,18:03:00,11:49:0
2087,2/10/2014,28°,27°,10km/h,28°,2mm,62%,9.875km,23%,30,19°C,1022hPa,06:15:00,18:02:00,11:47:0
2088,3/10/2014,25°,23°,9km/h,25°,1mm,63%,9.875km,38%,27,19°C,1021hPa,06:16:00,18:00:00,11:44:0
2089,4/10/2014,25°,22°,12km/h,22°,4mm,68%,9.5km,66%,26,18°C,1016hPa,06:17:00,17:59:00,11:42:0
2090,5/10/2014,24°,23°,24km/h,23°,2mm,63%,9.875km,23%,25,16°C,1014hPa,06:18:00,17:57:00,11:39:0
2091,6/10/2014,25°,23°,12km/h,23°,1mm,65%,10km,17%,26,18°C,1017hPa,06:18:00,17:56:00,11:38:0
2092,7/10/2014,29°,25°,10km/h,27°,0mm,50%,10km,7%,29,18°C,1018hPa,06:19:00,17:54:00,11:35:0
2093,8/10/2014,30°,27°,16km/h,28°,50%,10km,4%,31,18°C,1017hPa,06:20:00,17:53:00,11:33:0,
2094,9/10/2014,31°,27°,17km/h,28°,57%,10km,3%,33,20°C,1016hPa,06:21:00,17:52:00,11:31:0,
2095,10/10/2014,31°,27°,13km/h,27°,61%,10km,3%,33,20°C,1017hPa,06:22:00,17:50:00,11:28:0,
2096,11/10/2014,29°,27°,7km/h,27°,60%,10km,15%,32,21°C,1016hPa,06:23:00,17:49:00,11:26:0,
2097,12/10/2014,31°,27°,15km/h,28°,61%,9.75km,23%,32,21°C,1016hPa,06:24:00,17:47:00,11:23:0,
2098,13/10/2014,29°,28°,12km/h,28°,0mm,50%,10km,19%,30,20°C,1016hPa,06:25:00,17:46:00,11:21:0
2099,14/10/2014,33°,29°,22km/h,29°,1mm,40%,9.875km,22%,31,19°C,1013hPa,06:25:00,17:45:00,11:20:0
2100,15/10/2014,26°,23°,26km/h,23°,1mm,71%,10km,35%,27,19°C,1015hPa,06:26:00,17:43:00,11:17:0
2101,16/10/2014,26°,23°,8km/h,24°,0mm,66%,10km,15%,28,18°C,1020hPa,06:27:00,17:42:00,11:15:0
2102,17/10/2014,30°,26°,11km/h,27°,53%,10km,11%,32,18°C,1021hPa,06:28:00,17:41:00,11:13:0,
2103,18/10/2014,30°,27°,9km/h,28°,51%,10km,10%,31,19°C,1023hPa,06:29:00,17:39:00,11:10:0,
2104,19/10/2014,27°,25°,12km/h,27°,58%,10km,0%,31,20°C,1024hPa,06:30:00,17:38:00,11:8:0,
2105,20/10/2014,26°,24°,13km/h,26°,61%,10km,0%,29,21°C,1024hPa,06:31:00,17:37:00,11:6:0,
2106,21/10/2014,27°,24°,23km/h,26°,0mm,56%,10km,1%,27,21°C,1020hPa,06:32:00,17:35:00,11:3:0
2107,22/10/2014,24°,21°,46km/h,21°,1mm,63%,10km,37%,25,17°C,1016hPa,06:33:00,17:34:00,11:1:0
2108,23/10/2014,21°,20°,39km/h,20°,1mm,58%,9.875km,60%,21,14°C,1015hPa,06:34:00,17:33:00,10:59:0
2109,24/10/2014,24°,22°,30km/h,22°,0mm,52%,10km,10%,25,15°C,1016hPa,06:35:00,17:32:00,10:57:0
2110,25/10/2014,24°,22°,15km/h,22°,0mm,61%,10km,21%,26,15°C,1020hPa,06:36:00,17:31:00,10:55:0
2111,26/10/2014,23°,22°,15km/h,22°,1mm,65%,10km,34%,25,15°C,1020hPa,06:37:00,17:29:00,10:52:0
2112,27/10/2014,22°,21°,8km/h,21°,1mm,62%,9.875km,16%,25,15°C,1021hPa,06:38:00,17:28:00,10:50:0
2113,28/10/2014,22°,20°,6km/h,22°,0mm,58%,10km,8%,25,15°C,1019hPa,06:39:00,17:27:00,10:48:0
2114,29/10/2014,23°,20°,7km/h,23°,1mm,61%,10km,6%,25,15°C,1019hPa,06:40:00,17:26:00,10:46:0
2115,30/10/2014,22°,20°,14km/h,21°,1mm,59%,9.875km,10%,25,14°C,1022hPa,06:41:00,17:25:00,10:44:0
2116,31/10/2014,21°,20°,23km/h,20°,1mm,62%,9.875km,16%,24,13°C,1022hPa,06:42:00,17:24:00,10:42:0
2117,1/11/2014,21°,19°,12km/h,20°,0mm,56%,10km,10%,24,12°C,1024hPa,06:43:00,17:23:00,10:40:0
2118,2/11/2014,21°,19°,8km/h,20°,62%,10km,4%,25,13°C,1024hPa,06:44:00,17:22:00,10:38:0,
2119,3/11/2014,23°,20°,20km/h,20°,53%,10km,1%,24,12°C,1021hPa,06:45:00,17:21:00,10:36:0,
2120,4/11/2014,24°,20°,24km/h,20°,0mm,45%,10km,12%,24,12°C,1016hPa,06:46:00,17:20:00,10:34:0
2121,5/11/2014,24°,21°,14km/h,22°,1mm,42%,9km,29%,25,15°C,1007hPa,06:47:00,17:19:00,10:32:0
2122,6/11/2014,18°,15°,20km/h,14°,3mm,81%,9.125km,76%,18,15°C,1008hPa,06:48:00,17:18:00,10:30:0
